Timestamp,Depth_X,Depth_Y,Depth_Value(mm),World_X(m),World_Y(m),World_Z(m),Converted_Depth_X,Converted_Depth_Y,Converted_Depth_Value,Color_X,Color_Y
1649378906.4144025,320,240,7649,0.0,0.0,7649.0,320.0,240.0,7649.0,0,0
1649378906.4468622,320,240,8199,0.0,0.0,8199.0,320.0,240.0,8199.0,0,0
1649378906.4792986,320,240,8199,0.0,0.0,8199.0,320.0,240.0,8199.0,0,0
1649378906.511672,320,240,8199,0.0,0.0,8199.0,320.0,240.0,8199.0,0,0
1649378906.5500162,320,240,8199,0.0,0.0,8199.0,320.0,240.0,8199.0,0,0
1649378906.5824285,320,240,8834,0.0,0.0,8834.0,320.0,240.0,8834.0,0,0
1649378906.6149514,320,240,8834,0.0,0.0,8834.0,320.0,240.0,8834.0,0,0
1649378906.6473906,320,240,9068,0.0,0.0,9068.0,320.0,240.0,9068.0,0,0
1649378906.6796901,320,240,9068,0.0,0.0,9068.0,320.0,240.0,9068.0,0,0
1649378906.7180662,320,240,9315,0.0,0.0,9315.0,320.0,240.0,9315.0,0,0
1649378906.7506673,320,240,9315,0.0,0.0,9315.0,320.0,240.0,9315.0,0,0
1649378906.7829747,320,240,9315,0.0,0.0,9315.0,320.0,240.0,9315.0,0,0
1649378906.8154373,320,240,9315,0.0,0.0,9315.0,320.0,240.0,9315.0,0,0
1649378906.8480182,320,240,9315,0.0,0.0,9315.0,320.0,240.0,9315.0,0,0
1649378906.8862529,320,240,9068,0.0,0.0,9068.0,320.0,240.0,9068.0,0,0
1649378906.918584,320,240,9315,0.0,0.0,9315.0,320.0,240.0,9315.0,0,0
1649378906.951053,320,240,9315,0.0,0.0,9315.0,320.0,240.0,9315.0,0,0
1649378906.983562,320,240,9315,0.0,0.0,9315.0,320.0,240.0,9315.0,0,0
1649378907.021861,320,240,9315,0.0,0.0,9315.0,320.0,240.0,9315.0,0,0
1649378907.054323,320,240,9315,0.0,0.0,9315.0,320.0,240.0,9315.0,0,0
1649378907.0866344,320,240,9315,0.0,0.0,9315.0,320.0,240.0,9315.0,0,0
1649378907.119261,320,240,9315,0.0,0.0,9315.0,320.0,240.0,9315.0,0,0
1649378907.1516302,320,240,9315,0.0,0.0,9315.0,320.0,240.0,9315.0,0,0
1649378907.1899958,320,240,9315,0.0,0.0,9315.0,320.0,240.0,9315.0,0,0
1649378907.2223363,320,240,9315,0.0,0.0,9315.0,320.0,240.0,9315.0,0,0
1649378907.2549205,320,240,9315,0.0,0.0,9315.0,320.0,240.0,9315.0,0,0
1649378907.2873132,320,240,9315,0.0,0.0,9315.0,320.0,240.0,9315.0,0,0
1649378907.3200054,320,240,9068,0.0,0.0,9068.0,320.0,240.0,9068.0,0,0
1649378907.35817,320,240,9068,0.0,0.0,9068.0,320.0,240.0,9068.0,0,0
1649378907.3905518,320,240,9068,0.0,0.0,9068.0,320.0,240.0,9068.0,0,0
1649378907.4229264,320,240,9068,0.0,0.0,9068.0,320.0,240.0,9068.0,0,0
1649378907.4553802,320,240,9068,0.0,0.0,9068.0,320.0,240.0,9068.0,0,0
1649378907.4879355,320,240,9315,0.0,0.0,9315.0,320.0,240.0,9315.0,0,0
1649378907.5261881,320,240,9068,0.0,0.0,9068.0,320.0,240.0,9068.0,0,0
1649378907.558593,320,240,9068,0.0,0.0,9068.0,320.0,240.0,9068.0,0,0
1649378907.5910623,320,240,9068,0.0,0.0,9068.0,320.0,240.0,9068.0,0,0
1649378907.623502,320,240,9068,0.0,0.0,9068.0,320.0,240.0,9068.0,0,0
1649378907.6617463,320,240,9068,0.0,0.0,9068.0,320.0,240.0,9068.0,0,0
1649378907.694168,320,240,9315,0.0,0.0,9315.0,320.0,240.0,9315.0,0,0
1649378907.726548,320,240,9068,0.0,0.0,9068.0,320.0,240.0,9068.0,0,0
1649378907.7590964,320,240,9068,0.0,0.0,9068.0,320.0,240.0,9068.0,0,0
1649378907.7914267,320,240,9068,0.0,0.0,9068.0,320.0,240.0,9068.0,0,0
1649378907.8297575,320,240,9068,0.0,0.0,9068.0,320.0,240.0,9068.0,0,0
1649378907.8622103,320,240,9068,0.0,0.0,9068.0,320.0,240.0,9068.0,0,0
1649378907.8945887,320,240,8834,0.0,0.0,8834.0,320.0,240.0,8834.0,0,0
1649378907.9270852,320,240,8834,0.0,0.0,8834.0,320.0,240.0,8834.0,0,0
1649378907.959592,320,240,8612,0.0,0.0,8612.0,320.0,240.0,8612.0,0,0
1649378907.9977987,320,240,8612,0.0,0.0,8612.0,320.0,240.0,8612.0,0,0
1649378908.0305567,320,240,8834,0.0,0.0,8834.0,320.0,240.0,8834.0,0,0
1649378908.062598,320,240,8834,0.0,0.0,8834.0,320.0,240.0,8834.0,0,0
1649378908.095065,320,240,8834,0.0,0.0,8834.0,320.0,240.0,8834.0,0,0
1649378908.1332943,320,240,8834,0.0,0.0,8834.0,320.0,240.0,8834.0,0,0
1649378908.165927,320,240,8834,0.0,0.0,8834.0,320.0,240.0,8834.0,0,0
1649378908.198322,320,240,8834,0.0,0.0,8834.0,320.0,240.0,8834.0,0,0
1649378908.23073,320,240,8834,0.0,0.0,8834.0,320.0,240.0,8834.0,0,0
1649378908.2633054,320,240,8612,0.0,0.0,8612.0,320.0,240.0,8612.0,0,0
1649378908.3015819,320,240,8834,0.0,0.0,8834.0,320.0,240.0,8834.0,0,0
